OBJECT_NAME,OBJECT_ID,OBJECT_TYPE,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,WEATHER,BRIGHTEST,EARTH_RESOURCES,NAVIGATION,SCIENTIFIC,MISCELLANEOUS,COMMUNICATION,active geosynchronous,constellations,active_geosynchronous
STARLINK-1560,2020-055K,Sattelite,2026-02-22T16:07:27.391584,15.06394793,0.00012207,53.0557,194.0363,83.3546,276.7582,0,U,46036,999,30663,0.00011261758,1.396e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1567,2020-055M,Sattelite,2026-02-22T16:23:23.968320,15.06396643,0.00012815,53.0561,193.9874,92.1732,267.9403,0,U,46038,999,30662,0.00013982649,1.802e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1569,2020-055N,Sattelite,2026-02-22T16:33:59.734080,15.06391119,0.00013845,53.0569,193.9541,92.5128,267.602,0,U,46039,999,30662,7.5403224e-05,8.42e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1582,2020-055S,Sattelite,2026-02-22T21:31:11.177760,15.06438483,0.00015897,53.0564,193.0229,82.9464,277.1706,0,U,46043,999,30665,0.00040900728,5.822e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1591,2020-055U,Sattelite,2026-02-22T20:32:51.004896,15.06398967,0.00012553,53.0554,193.2087,91.0813,269.032,0,U,46045,999,30663,2.7188691e-05,1.24e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1524,2020-055W,Sattelite,2026-02-22T22:00:01.999584,15.23803948,0.00011059,53.1308,182.3079,84.9152,126.554,0,U,46047,999,578,0.031056881,0.00821628,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1527,2020-055X,Sattelite,2026-02-22T22:00:01.999584,15.22845224,0.00015476,53.1271,182.4278,84.7,79.8872,0,U,46048,999,584,0.068809977,0.01789835,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1540,2020-055AA,Sattelite,2026-02-22T22:00:01.999584,15.23188542,0.00014072,53.126,182.3095,61.6348,349.1451,0,U,46051,999,584,0.043763811,0.0113689,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1541,2020-055AB,Sattelite,2026-02-22T22:00:01.999584,15.21593925,0.00015427,53.1186,182.2367,91.8946,79.5092,0,U,46052,999,584,0.0039199857,0.00090356,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1543,2020-055AC,Sattelite,2026-02-22T22:00:01.999584,15.22246154,0.00015934,53.1227,182.3519,69.675,18.3665,0,U,46053,999,578,0.044674724,0.01128106,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1548,2020-055AD,Sattelite,2026-02-22T22:00:01.999584,15.21943738,0.0001113,53.1214,182.3323,66.0948,352.0943,0,U,46054,999,584,0.042413513,0.01056026,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1554,2020-055AE,Sattelite,2026-02-22T22:00:01.999584,15.20445805,0.00013221,53.1161,182.3745,75.4164,39.5568,0,U,46055,999,584,0.025852903,0.00613619,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1564,2020-055AH,Sattelite,2026-02-22T22:00:01.999584,15.22001701,0.00010254,53.1219,182.8118,58.4894,10.5837,0,U,46058,999,573,0.043859655,0.01097203,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1570,2020-055AJ,Sattelite,2026-02-22T22:00:01.999584,15.23242734,8.664e-05,53.1274,182.4171,103.7306,127.7715,0,U,46059,999,578,0.065275953,0.01710901,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1572,2020-055AK,Sattelite,2026-02-22T22:00:01.999584,15.20523143,0.00011658,53.1152,182.4278,112.3113,133.4212,0,U,46060,999,584,0.042906888,0.01022448,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1573,2020-055AL,Sattelite,2026-02-22T22:00:01.999584,15.2370703,0.00011734,53.1304,182.4042,61.4141,238.262,0,U,46061,999,562,0.065262441,0.01736401,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1577,2020-055AN,Sattelite,2026-02-22T22:00:01.999584,15.23965856,0.0001005,53.1316,182.3483,112.5156,56.1712,0,U,46063,999,584,0.063616692,0.01702621,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1583,2020-055AP,Sattelite,2026-02-22T22:00:01.999584,15.239139,9.722e-05,53.1307,182.3666,72.7979,266.9653,0,U,46064,999,584,0.065307218,0.01749504,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1525,2020-055AR,Sattelite,2026-02-22T17:04:31.496160,15.06398235,0.00011668,53.0553,163.8571,99.3009,260.8112,0,U,46066,999,30704,-9.207551e-06,-4.18e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1536,2020-055AV,Sattelite,2026-02-22T14:57:09.906048,15.06374763,0.00015276,53.056,164.2562,89.3175,270.7989,0,U,46070,999,30704,-0.00010763171,-1.883e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1542,2020-055AY,Sattelite,2026-02-22T19:33:05.465376,15.06430914,0.00013472,53.0526,163.3942,87.0917,273.0226,0,U,46073,999,30706,0.0005084843,7.307e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1549,2020-055AZ,Sattelite,2026-02-22T17:36:21.390624,15.06387764,0.00013762,53.0556,163.7588,98.2392,261.8753,0,U,46074,999,30704,9.5099069e-05,1.135e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1551,2020-055BA,Sattelite,2026-02-22T15:02:26.461824,15.06391675,0.00012477,53.0535,164.2393,90.2733,269.8399,0,U,46075,999,30703,2.7832279e-05,1.33e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1552,2020-055BB,Sattelite,2026-02-22T18:50:39.887232,15.06395358,0.00013854,53.0556,163.528,95.585,264.5297,0,U,46076,999,30704,6.156636e-06,-1.9e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1559,2020-055BC,Sattelite,2026-02-22T12:34:55.422048,15.28155919,0.0003031,53.0258,144.4558,334.2255,25.8591,0,U,46077,999,30726,0.0018608,0.00051775,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1566,2020-055BE,Sattelite,2026-02-22T14:30:35.849376,15.06387766,0.000148,53.0557,164.3415,100.878,259.2376,0,U,46079,999,30703,-3.1373e-05,-7.49e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1568,2020-055BF,Sattelite,2026-02-22T14:54:00.359136,15.44790351,0.00034469,53.0612,104.7825,78.012,282.1272,0,U,46080,999,30786,0.00077023733,0.00036387,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1578,2020-055BH,Sattelite,2026-02-22T19:38:25.968768,15.06408135,0.00013357,53.0525,163.3777,84.6948,275.4193,0,U,46082,999,30706,0.00041323237,5.88e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1579,2020-055BJ,Sattelite,2026-02-22T14:07:59.668320,15.0639519,0.0001268,53.0564,164.4015,87.6431,272.4703,0,U,46083,999,30702,-4.4238e-06,-3.47e-06,0.0,False,False,False,False,False,False,False,False,starlink,
BSAT-4B,2020-056A,Sattelite,2026-02-22T18:04:38.892288,1.00269814,7.203e-05,0.0563,233.7676,195.8033,104.0714,0,U,46112,999,2024,0.0,-3.46e-06,0.0,False,False,False,False,False,False,False,False,False,geo_protected_zone_plus
MEV-2,2020-056B,Sattelite,2026-02-22T21:15:43.149312,1.00269972,8.428e-05,0.0171,119.5487,236.5198,114.6495,0,U,46113,999,1917,0.0,-8e-08,0.0,False,False,False,False,False,False,False,False,False,geo_protected_zone_plus
GALAXY 30 (G-30),2020-056C,Sattelite,2026-02-22T22:23:00.388032,1.0027119,0.00019829,0.018,130.7385,208.6068,24.2092,0,U,46114,999,2014,0.0,4e-07,0.0,False,False,False,augmentation_system,False,False,False,False,intelsat,geo_protected_zone_plus
STARLINK-1585,2020-057A,Sattelite,2026-02-22T22:00:01.999584,15.76889581,0.00066868,53.045,321.1614,90.0217,16.6683,0,U,46117,999,584,0.0008479558,0.00141642,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1593,2020-057C,Sattelite,2026-02-22T22:00:01.999584,15.7013929,0.00059382,53.0479,343.6583,81.078,241.141,0,U,46119,999,578,4.8950698e-05,5.447e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1601,2020-057D,Sattelite,2026-02-22T21:56:59.435520,16.02172255,0.00030103,53.0411,331.3146,133.0261,227.1022,0,U,46120,999,30584,0.0013276661,0.00786058,0.0003071014,False,False,False,False,False,False,False,False,starlink,
STARLINK-1621,2020-057L,Sattelite,2026-02-22T22:00:01.999584,15.72396095,0.00065267,53.0464,317.2104,148.941,9.1775,0,U,46127,999,600,0.0003761507,0.00050767,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1622,2020-057M,Sattelite,2026-02-22T21:58:53.398848,15.59734873,0.00096286,53.0262,296.3942,116.5761,243.6239,0,U,46128,999,30505,0.0013942136,0.00114952,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1623,2020-057N,Sattelite,2026-02-22T22:36:56.258784,15.49174689,0.00103609,53.0536,326.8107,108.3885,251.825,0,U,46129,999,30463,0.0015448908,0.00086185,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1624,2020-057P,Sattelite,2026-02-22T22:00:01.999584,15.63974566,0.00014594,53.0456,304.9504,229.5711,147.3676,0,U,46130,999,582,0.0017255346,0.0016869,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1625,2020-057Q,Sattelite,2026-02-22T22:00:01.999584,15.77462485,0.00078151,53.0499,322.3332,138.1706,34.1355,0,U,46131,999,595,0.00078840948,0.00135016,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1596,2020-057AA,Sattelite,2026-02-22T22:05:05.042400,15.42807117,0.00063,53.0437,300.9873,113.5221,246.6446,0,U,46141,999,30499,0.00066143911,0.00029129,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1597,2020-057AB,Sattelite,2026-02-22T14:26:41.485920,15.52631685,0.0008721,53.0529,9.7166,83.229,276.9711,0,U,46142,999,30399,0.0018269,0.00115764,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1606,2020-057AD,Sattelite,2026-02-22T21:48:28.868544,15.59904879,0.0003901,53.0476,328.6519,88.177,271.9689,0,U,46144,999,29285,0.0022780569,0.00190857,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1608,2020-057AF,Sattelite,2026-02-22T14:54:21.684384,15.30188999,0.0001011,53.1613,19.2921,91.9457,268.1659,0,U,46146,999,30387,-3.8695e-05,-1.504e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1667,2020-057AQ,Sattelite,2026-02-22T22:00:01.999584,15.5991382,0.00097274,53.0262,297.0161,113.8509,297.457,0,U,46155,999,598,0.00091331436,0.00075274,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1545,2020-057AR,Sattelite,2026-02-22T22:24:26.361216,15.57635623,0.00035635,53.0476,330.2708,47.7363,312.395,0,U,46156,999,30583,0.0010347133,0.00078161,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1587,2020-057AS,Sattelite,2026-02-22T22:00:01.999584,15.84988494,0.00043966,53.0363,291.5678,148.5588,228.8677,0,U,46157,999,591,0.0011470768,0.00283271,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1595,2020-057AU,Sattelite,2026-02-22T06:03:18.350208,15.46895357,0.00085013,53.0511,10.5726,58.6424,301.5414,0,U,46159,999,30521,0.0018438589,0.00095108,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1598,2020-057AV,Sattelite,2026-02-22T05:50:47.515200,15.47938895,0.00039642,53.0553,357.6634,133.4841,226.6497,0,U,46160,999,30538,0.0018099885,0.00096733,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1612,2020-057AZ,Sattelite,2026-02-22T22:00:01.999584,15.75159244,0.00069882,53.0369,285.7639,153.1207,343.2426,0,U,46164,999,594,0.00066748924,0.00102711,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1626,2020-057BC,Sattelite,2026-02-22T21:12:15.289056,15.50854813,0.00090984,53.0517,5.6051,69.2693,290.929,0,U,46167,999,30408,0.001717377,0.00101903,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1627,2020-057BD,Sattelite,2026-02-22T22:12:38.536128,15.67783162,0.00043334,53.0452,297.7356,60.3476,299.7971,0,U,46168,999,30503,0.0010028022,0.00113259,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1633,2020-057BG,Sattelite,2026-02-22T22:30:32.468256,15.55306127,2.042e-05,53.0458,330.6444,162.9563,197.1454,0,U,46171,999,30583,0.0016219578,0.00113082,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1635,2020-057BH,Sattelite,2026-02-22T04:30:51.401952,15.56693523,0.00032677,53.0479,332.9325,3.7716,356.3319,0,U,46172,999,30573,0.00092681622,0.00067435,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1640,2020-057BJ,Sattelite,2026-02-22T21:34:53.610240,15.50316378,0.00097981,53.053,10.2673,79.118,281.093,0,U,46173,999,30401,0.0014493532,0.00084125,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1641,2020-057BK,Sattelite,2026-02-22T22:00:01.999584,15.49202858,0.00010386,53.0517,355.8453,93.3196,92.4892,0,U,46174,999,596,0.00079247226,0.00043712,0.0,False,False,False,False,False,False,False,False,starlink,
GAOFEN-9 05,2020-058A,Sattelite,2026-02-22T23:03:04.322016,15.30036258,0.00099459,97.2261,97.3314,135.9291,224.2745,0,U,46232,999,30613,0.00027705041,7.993e-05,0.0,False,False,False,False,False,False,False,False,False,
SAOCOM 1B,2020-059A,Sattelite,2026-02-22T22:32:48.290784,14.82154388,0.00014443,97.8877,241.4181,84.6711,275.4667,0,U,46265,999,29656,8.2407056e-05,6.04e-06,0.0,False,False,False,False,False,False,False,False,False,
GNOMES-1,2020-059B,Sattelite,2026-02-22T03:03:21.055392,14.99712348,0.00061463,97.8025,263.3254,44.6776,315.4941,0,U,46266,999,29834,0.000317875,3.864e-05,0.0,False,False,False,False,False,False,False,False,False,
TYVAK-0172,2020-059C,Sattelite,2026-02-22T22:28:49.435392,15.63568359,0.00044191,97.7243,294.9218,58.2838,301.885,0,U,46267,999,30081,0.0021220723,0.00201162,0.0,False,False,False,False,False,False,False,False,satnogs,
ION-MK01,2020-061C,Sattelite,2026-02-22T16:56:43.120896,15.82306441,9.263e-05,97.2014,131.8239,263.9054,96.211,0,U,46274,999,30527,0.00077671204,0.00162169,0.0,False,False,False,False,False,False,False,False,satnogs,
ATHENA,2020-061D,Sattelite,2026-02-22T22:11:24.461088,15.4563699,0.00023011,97.2062,118.8528,93.4253,266.726,0,U,46275,999,30448,0.00035800989,0.00017177,0.0,False,False,False,False,False,False,False,False,False,
NEMO-HD,2020-061F,Sattelite,2026-02-22T22:57:58.961088,15.42125443,0.00026677,97.2074,117.1762,97.4395,262.7155,0,U,46277,999,30436,0.00028684716,0.000122,0.0,False,False,False,False,False,False,False,False,satnogs,
GHGSAT-C1,2020-061G,Sattelite,2026-02-22T22:47:56.233824,15.63413583,0.00025971,97.2183,135.9723,105.9992,254.1553,0,U,46278,999,30558,0.00039015486,0.00035928,0.0,False,False,False,False,False,False,False,False,False,
NAPA-1,2020-061BA,Sattelite,2026-02-22T23:07:12.362592,15.55445143,0.00012508,97.2615,125.4376,113.5635,246.5751,0,U,46320,999,30391,0.00073245298,0.00050046,0.0,False,False,False,False,False,False,False,False,satnogs,
STARLINK-1654,2020-062B,Sattelite,2026-02-22T05:19:11.230464,15.65280921,0.00047274,53.045,49.7882,297.0452,63.008,0,U,46326,999,30249,0.00093910425,0.00095618,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1686,2020-062D,Sattelite,2026-02-22T15:34:37.902720,15.66627109,0.00043892,53.0456,28.6505,245.0671,114.9888,0,U,46328,999,30282,0.0011007048,0.0011874,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1695,2020-062E,Sattelite,2026-02-22T06:38:31.731360,15.50692012,0.00056938,53.0515,50.8127,53.1989,306.9541,0,U,46329,999,30247,0.0017651784,0.00104077,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1710,2020-062F,Sattelite,2026-02-23T00:34:09.096096,16.02902629,0.000499,53.0312,352.8321,104.2901,255.8684,0,U,46330,999,30336,0.0015086,0.00932121,0.00044848,False,False,False,False,False,False,False,False,starlink,
STARLINK-1719,2020-062G,Sattelite,2026-02-22T06:16:58.563552,15.54189122,0.00048856,53.0451,53.5219,262.6607,97.3848,0,U,46331,999,30244,0.0027235645,0.00184289,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1723,2020-062J,Sattelite,2026-02-22T22:00:01.999584,15.97325213,0.00038842,53.0392,38.6829,140.7471,128.9432,0,U,46333,999,604,0.0018083132,0.00812191,0.0003060226,False,False,False,False,False,False,False,False,starlink,
STARLINK-1727,2020-062L,Sattelite,2026-02-22T22:00:01.999584,15.64686968,0.00052331,53.0447,48.8851,294.4498,172.9188,0,U,46335,999,598,0.0016432262,0.0016522,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1738,2020-062M,Sattelite,2026-02-22T22:00:01.999584,15.90928988,0.00088938,53.0328,356.4375,74.7488,240.5243,0,U,46336,999,587,0.0011948933,0.00382245,6.6049388e-05,False,False,False,False,False,False,False,False,starlink,
STARLINK-1750,2020-062N,Sattelite,2026-02-22T22:11:23.135712,16.0212409,0.00055393,53.0336,6.7475,114.8852,245.2754,0,U,46337,999,30315,0.0016870222,0.00995059,0.000511332,False,False,False,False,False,False,False,False,starlink,
STARLINK-1752,2020-062P,Sattelite,2026-02-22T22:00:01.999584,15.82478025,0.00012216,53.0413,41.8992,329.1223,61.7654,0,U,46338,999,585,0.0012041791,0.00263311,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1759,2020-062R,Sattelite,2026-02-22T16:04:14.515680,15.55757255,0.00051757,53.0252,43.623,7.0904,353.0178,0,U,46340,999,30260,0.0012160109,0.00085823,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1762,2020-062T,Sattelite,2026-02-22T18:43:34.113216,15.30206692,0.0001486,53.1603,80.2348,91.5792,268.5379,0,U,46342,999,30211,9.273292e-05,2.389e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1764,2020-062U,Sattelite,2026-02-22T22:00:01.999584,15.62866673,0.00015278,53.0459,29.5747,310.8568,128.5029,0,U,46343,999,597,0.0028992631,0.00275344,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1765,2020-062V,Sattelite,2026-02-22T22:00:01.999584,15.80270986,0.00046502,53.0431,16.1691,93.3251,128.564,0,U,46344,999,602,0.0010197207,0.00199794,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1547,2020-062Y,Sattelite,2026-02-22T00:44:24.488736,15.59553299,0.00070662,53.04,355.3101,84.3691,275.8127,0,U,46347,999,30322,0.0012917764,0.00105508,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1553,2020-062Z,Sattelite,2026-02-22T14:26:43.804896,15.35884103,0.0005412,53.04,17.8292,99.0506,261.1109,0,U,46348,999,30297,0.00070762,0.00024778,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1575,2020-062AA,Sattelite,2026-02-22T22:00:01.999584,15.7694026,0.00118087,53.0317,336.8442,108.487,156.6218,0,U,46349,999,595,0.00083593317,0.00140328,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1646,2020-062AC,Sattelite,2026-02-22T16:36:00.172224,15.51891413,0.00056773,53.0487,47.6048,59.1411,301.0156,0,U,46351,999,30257,0.0019144243,0.00118078,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1653,2020-062AD,Sattelite,2026-02-22T22:57:02.309472,15.55273895,0.00047801,53.0474,33.9008,220.8365,139.2287,0,U,46352,999,30278,0.001428952,0.00099309,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1656,2020-062AE,Sattelite,2026-02-22T20:08:58.888608,15.49258416,0.00014607,53.051,70.8507,71.1365,288.9801,0,U,46353,999,30224,0.00077397559,0.0004276,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1657,2020-062AF,Sattelite,2026-02-22T22:00:01.999584,15.76646754,0.00024149,53.0475,43.2371,249.4995,351.6334,0,U,46354,999,582,0.0012994923,0.00216783,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1661,2020-062AG,Sattelite,2026-02-22T18:32:58.015680,15.30194967,0.00015456,53.1591,80.2678,77.7496,282.3678,0,U,46355,999,30211,2.1960023e-05,2.91e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1665,2020-062AH,Sattelite,2026-02-22T06:41:24.343008,15.59282346,0.00031943,53.0464,52.0742,287.1203,72.9459,0,U,46356,999,30246,0.0020302152,0.00165512,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1666,2020-062AJ,Sattelite,2026-02-22T23:24:08.096544,15.54230599,0.00060567,53.0497,45.6128,58.3467,301.8133,0,U,46357,999,30261,0.0015977362,0.00107049,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1707,2020-062AL,Sattelite,2026-02-22T22:00:01.999584,15.60793041,0.00072441,53.0271,346.7441,82.37,200.8256,0,U,46359,999,597,0.00097499634,0.00083161,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1726,2020-062AP,Sattelite,2026-02-22T22:00:01.999584,15.84267481,0.00099122,53.0413,335.3557,106.5537,31.7616,0,U,46362,999,601,0.0012233724,0.00292954,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1651,2020-062AT,Sattelite,2026-02-23T00:57:05.855040,16.0367531,0.0006198,53.0348,341.3611,136.7389,223.4129,0,U,46366,999,30351,0.0015861,0.01025765,0.00056178,False,False,False,False,False,False,False,False,starlink,
STARLINK-1724,2020-062BC,Sattelite,2026-02-22T20:52:08.893632,15.49623312,0.00019566,53.0312,358.5098,24.3318,335.7782,0,U,46375,999,30326,0.00164467,0.00093159,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1742,2020-062BD,Sattelite,2026-02-22T22:00:01.999584,15.76328381,0.00133056,53.0309,329.842,94.964,41.2534,0,U,46376,999,601,0.00069611384,0.00113394,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1770,2020-062BL,Sattelite,2026-02-22T23:04:27.140736,15.61164622,0.00010439,53.0436,27.7637,240.0613,120.0296,0,U,46383,999,30286,0.0011801482,0.00102363,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1771,2020-062BM,Sattelite,2026-02-22T23:23:50.191872,15.44288316,0.00022376,53.0427,56.0874,233.764,126.3159,0,U,46384,999,30246,0.0013876516,0.00065012,0.0,False,False,False,False,False,False,False,False,starlink,
GAOFEN-11 02,2020-064A,Sattelite,2026-02-22T21:54:38.251872,15.23439214,0.00165614,97.4964,179.9115,350.4242,9.6677,0,U,46396,999,30413,0.00035634914,8.45e-05,0.0,False,False,False,False,False,False,False,False,False,
JILIN-1 GAOFEN 3B,2020-065A,Sattelite,2026-02-22T20:40:32.250432,15.74891589,0.0003712,97.2404,110.7345,167.6054,192.5303,0,U,46454,999,30238,0.0009718768,0.00145476,0.0,False,False,False,False,False,False,False,False,satnogs,
JILIN-1 GAOFEN 3E,2020-065D,Sattelite,2026-02-22T22:41:13.910496,15.52413317,0.00137662,97.246,104.7825,217.8382,142.1905,0,U,46457,999,30197,0.00073256803,0.00044988,0.0,False,False,False,False,False,False,False,False,satnogs,
JILIN-1 GAOFEN 3F,2020-065E,Sattelite,2026-02-22T22:51:51.490656,15.50951997,0.00154597,97.2418,102.5408,205.9476,154.1003,0,U,46458,999,30194,0.00069914366,0.00040768,0.0,False,False,False,False,False,False,False,False,satnogs,
JILIN-1 GAOFEN 3G,2020-065F,Sattelite,2026-02-22T22:27:42.365664,15.56186606,0.00146937,97.2498,107.95,116.1666,244.1103,0,U,46459,999,30209,0.00076977559,0.00054336,0.0,False,False,False,False,False,False,False,False,satnogs,
JILIN-1 GAOFEN 3H,2020-065G,Sattelite,2026-02-22T22:32:06.348768,15.54832687,0.00090261,97.2439,104.7531,58.283,301.9303,0,U,46460,999,30206,0.00075893982,0.00050799,0.0,False,False,False,False,False,False,False,False,satnogs,
JILIN-1 GAOFEN 3I,2020-065H,Sattelite,2026-02-22T22:01:47.126784,15.66904876,0.00121732,97.2459,110.3379,140.3644,219.8509,0,U,46461,999,30228,0.00088429715,0.00094675,0.0,False,False,False,False,False,False,False,False,False,
JILIN-1 GAOFEN 3J,2020-065J,Sattelite,2026-02-22T22:16:26.165568,15.71432055,0.0004518,97.2436,110.2098,165.4498,194.6896,0,U,46462,999,30235,0.0009402526,0.00121185,0.0,False,False,False,False,False,False,False,False,satnogs,
HAIYANG-2C,2020-066A,Sattelite,2026-02-22T22:33:38.752704,13.83372833,0.00129082,65.9975,139.736,251.7264,108.24,0,U,46469,999,27369,0.00014134157,7.4e-07,0.0,False,False,False,False,False,False,False,False,satnogs,
HJ-2A,2020-067A,Sattelite,2026-02-22T21:50:54.089664,14.76527185,0.00018311,97.8899,134.9526,267.4284,92.6717,0,U,46478,999,29139,9.9087642e-05,6.41e-06,0.0,False,False,False,False,False,False,False,False,satnogs,
HJ-2B,2020-067B,Sattelite,2026-02-22T22:43:23.348928,14.76516795,0.00017644,97.896,135.9239,99.4469,260.694,0,U,46479,999,29140,0.00012854124,8.46e-06,0.0,False,False,False,False,False,False,False,False,satnogs,
GONETS-M 17,2020-068A,Sattelite,2026-02-22T23:34:49.402272,12.42869005,0.00213424,82.494,58.5435,285.9021,73.9707,0,U,46486,999,24497,0.00033953362,5.7e-07,0.0,False,False,False,False,False,False,False,False,satnogs,
GONETS-M 18,2020-068B,Sattelite,2026-02-22T22:42:26.534880,12.42868706,0.00186116,82.4894,57.727,282.2904,77.6092,0,U,46487,999,24495,-0.0005244703,-6.3e-07,0.0,False,False,False,False,False,False,False,False,satnogs,
GONETS-M 19,2020-068C,Sattelite,2026-02-22T22:09:41.468832,12.4288783,0.00125227,82.4919,58.1708,299.5224,60.4607,0,U,46488,999,24505,-0.00029129647,-3.1e-07,0.0,False,False,False,False,False,False,False,False,satnogs,
DEKART,2020-068H,Sattelite,2026-02-22T22:30:08.508672,15.3436003,0.00087175,97.8776,55.2665,343.2558,16.8394,0,U,46493,999,29823,0.00050724212,0.00016827,0.0,False,False,False,False,False,False,False,False,satnogs,
NORBI,2020-068J,Sattelite,2026-02-22T23:29:01.607712,15.43101606,0.00055684,97.8701,60.299,329.2932,30.7988,0,U,46494,999,29856,0.00068888308,0.00030465,0.0,False,False,False,False,False,False,False,False,satnogs,
SALSAT,2020-068K,Sattelite,2026-02-22T22:31:40.569600,15.27847046,0.00098392,97.8849,50.2178,355.0282,5.0857,0,U,46495,999,29790,0.00040753413,0.00011019,0.0,False,False,False,False,engineering,False,False,False,satnogs,
ICEYE-X7,2020-068L,Sattelite,2026-02-22T23:10:05.223072,15.28645866,0.00090771,97.739,15.6265,24.6429,335.5242,0,U,46496,999,29732,0.00059246605,0.00016464,0.0,False,False,False,False,False,False,False,False,False,
