OBJECT_NAME,OBJECT_ID,OBJECT_TYPE,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,WEATHER,BRIGHTEST,EARTH_RESOURCES,NAVIGATION,SCIENTIFIC,MISCELLANEOUS,COMMUNICATION,active geosynchronous,constellations,active_geosynchronous
STARLINK-35356,2025-221P,Sattelite,2026-02-21T23:59:49.695072,15.30235199,0.0001149,53.1593,161.0468,79.0959,281.0171,0,U,65836,999,2233,0.00076163448,0.0002229,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35314,2025-221Q,Sattelite,2026-02-22T06:57:04.379328,15.30205713,0.00012964,53.1602,160.0122,96.3331,263.7817,0,U,65837,999,2237,0.00088645391,0.00025992,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35324,2025-221R,Sattelite,2026-02-22T16:56:20.453856,15.30221414,0.00011692,53.1576,158.3443,86.3168,273.7966,0,U,65838,999,2243,0.0017183278,0.00050916,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35102,2025-221S,Sattelite,2026-02-22T14:42:46.785600,15.30215172,0.0001086,53.1605,158.4766,78.3635,281.7488,0,U,65839,999,2242,0.0010776,0.00031708,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35364,2025-221T,Sattelite,2026-02-22T14:38:12.279840,15.30273051,0.0001067,53.1593,158.4564,66.0428,294.0684,0,U,65840,999,2242,0.0025843,0.00077153,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35298,2025-221V,Sattelite,2026-02-22T16:07:43.020480,15.30211907,0.00014718,53.1606,158.1314,95.1269,264.99,0,U,65842,999,2243,0.0011558187,0.00034042,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35301,2025-221W,Sattelite,2026-02-22T14:19:59.168640,15.30201392,0.0001436,53.16,158.3746,95.0485,265.068,0,U,65843,999,2242,0.00066144,0.00019282,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35148,2025-221X,Sattelite,2026-02-22T13:17:50.631072,15.30209185,0.0001223,53.16,158.8176,89.5874,270.5267,0,U,65844,999,2241,0.0014327,0.00042329,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35302,2025-221Y,Sattelite,2026-02-22T14:24:32.736096,15.30205122,0.0001377,53.1603,158.3938,96.2799,263.8358,0,U,65845,999,2242,0.00081262,0.00023789,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35290,2025-221Z,Sattelite,2026-02-22T18:56:04.008192,15.30228469,0.00013053,53.1581,157.4365,69.8764,290.2377,0,U,65846,999,2245,0.0017287002,0.00051239,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35262,2025-221AA,Sattelite,2026-02-22T13:55:50.117952,15.30213229,0.000141,53.1581,158.9798,100.3707,259.7453,0,U,65847,999,2376,0.00095387,0.0002801,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35308,2025-221AB,Sattelite,2026-02-22T18:59:06.453024,15.30217919,0.00015685,53.1598,157.4487,77.8274,282.2902,0,U,65848,999,2380,0.0011888478,0.00035037,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35231,2025-221AC,Sattelite,2026-02-22T17:08:29.929056,15.30211751,0.00011,53.1571,158.3919,81.9938,278.1187,0,U,65849,999,2378,0.00082118861,0.0002405,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35252,2025-221AD,Sattelite,2026-02-22T16:59:22.692192,15.30229121,0.00012676,53.1575,158.353,85.6096,274.5049,0,U,65850,999,2378,0.0010489725,0.00030866,0.0,False,False,False,False,False,False,False,False,starlink,
SHIYAN-30 01,2025-222A,Sattelite,2026-02-22T21:21:10.208736,14.93077503,0.00041294,34.9869,227.5112,116.9624,243.1503,0,U,65851,999,2195,0.00023619197,2.48e-05,0.0,False,False,False,False,False,False,False,False,False,
SHIYAN-30 02,2025-222B,Sattelite,2026-02-22T22:56:26.633184,14.93080849,0.00038207,34.9955,227.1903,132.1321,227.9709,0,U,65852,999,2194,0.00024143817,2.536e-05,0.0,False,False,False,False,False,False,False,False,False,
STARLINK-35208,2025-223A,Sattelite,2026-02-22T13:29:15.186048,15.30215897,0.0001253,53.1604,4.156,94.3976,265.7168,0,U,65854,999,2189,0.0010582,0.00031127,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35200,2025-223B,Sattelite,2026-02-22T20:29:31.648128,15.30233952,0.00012916,53.1619,3.1271,97.6464,262.4683,0,U,65855,999,2193,0.0014725657,0.00043556,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35459,2025-223C,Sattelite,2026-02-22T22:24:51.571872,15.30226659,0.00012159,53.1598,2.9188,88.9081,271.2059,0,U,65856,999,2194,0.0010542744,0.00031022,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35489,2025-223D,Sattelite,2026-02-22T21:10:33.204864,15.30234617,0.00010588,53.1591,3.3033,64.9838,295.1272,0,U,65857,999,2193,0.0013350483,0.00039434,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35199,2025-223E,Sattelite,2026-02-22T06:01:47.023680,15.30183251,0.00014018,53.162,5.768,73.1724,286.9431,0,U,65858,999,2184,0.00088388864,0.00025897,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35408,2025-223F,Sattelite,2026-02-22T21:09:02.155680,15.30234561,0.0001284,53.1598,3.3026,104.0132,256.1011,0,U,65859,999,2193,0.0014405358,0.00042596,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35303,2025-223G,Sattelite,2026-02-22T06:35:12.465312,15.30209451,0.00014859,53.161,5.9111,99.1198,260.9971,0,U,65860,999,2184,0.00085179454,0.00024961,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35258,2025-223H,Sattelite,2026-02-22T06:41:17.400768,15.30179474,0.00012316,53.161,5.9373,106.8038,253.3098,0,U,65861,999,2184,0.0010732835,0.00031543,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35386,2025-223J,Sattelite,2026-02-22T21:07:30.804096,15.30235708,0.00012,53.1597,3.2922,91.0152,269.0987,0,U,65862,999,2193,0.001259853,0.00037182,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35469,2025-223K,Sattelite,2026-02-22T22:33:58.076064,15.30184396,0.00010739,53.1603,2.9593,21.4857,338.6188,0,U,65863,999,2194,7.1553268e-05,1.76e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35471,2025-223L,Sattelite,2026-02-22T19:57:36.891936,15.30222681,0.00010723,53.1599,2.9892,102.768,257.3441,0,U,65864,999,2193,0.00099650887,0.00029292,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35475,2025-223M,Sattelite,2026-02-22T21:16:26.359680,15.30267578,9.595e-05,53.1609,2.6226,119.6746,240.435,0,U,65865,999,2194,0.00096573936,0.00028412,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35312,2025-223N,Sattelite,2026-02-22T20:56:52.604448,15.30232203,0.00012979,53.16,3.2429,79.8077,280.307,0,U,65866,999,2193,0.0012303774,0.00036296,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35456,2025-223P,Sattelite,2026-02-22T20:09:46.415520,15.30222351,0.00012171,53.1611,3.0383,101.1618,258.952,0,U,65867,999,2193,0.0011958187,0.0003525,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-35450,2025-223Q,Sattelite,2026-02-22T20:46:14.568960,15.30226238,0.00013984,53.1601,3.2,84.6837,275.4323,0,U,65868,999,2193,0.0011018208,0.00032443,0.0,False,False,False,False,False,False,False,False,starlink,
